Year,Local authority code,Measure,Unit,Observation
2020,e07000033,woodland-area,hectares,1662.86
2020,e07000034,woodland-area,hectares,538.91
2020,e07000035,woodland-area,hectares,7537.38
2020,e07000036,woodland-area,hectares,607.99
2020,e07000037,woodland-area,hectares,4456.74
2020,e07000038,woodland-area,hectares,3010.55
2020,e07000039,woodland-area,hectares,3172.61
2020,e07000040,woodland-area,hectares,9457.21
2020,e07000041,woodland-area,hectares,384.12
2020,e07000042,woodland-area,hectares,9314.6
2020,e07000043,woodland-area,hectares,11355.18
2020,e07000044,woodland-area,hectares,8471.06
2020,e07000045,woodland-area,hectares,13224.28
2020,e07000046,woodland-area,hectares,13708.57
2020,e07000047,woodland-area,hectares,12576.11
2020,e07000061,woodland-area,hectares,234.67
2020,e07000062,woodland-area,hectares,383.36
2020,e07000063,woodland-area,hectares,2896.22
2020,e07000064,woodland-area,hectares,10961.02
2020,e07000065,woodland-area,hectares,18996.73
2020,e07000066,woodland-area,hectares,877.54
2020,e07000067,woodland-area,hectares,4132.34
2020,e07000068,woodland-area,hectares,1690.71
2020,e07000069,woodland-area,hectares,492.96
2020,e07000070,woodland-area,hectares,2426.56
2020,e07000071,woodland-area,hectares,2703.89
2020,e07000072,woodland-area,hectares,3630.6
2020,e07000073,woodland-area,hectares,262.2
2020,e07000074,woodland-area,hectares,1409.94
2020,e07000075,woodland-area,hectares,620.05
2020,e07000076,woodland-area,hectares,1475.7
2020,e07000077,woodland-area,hectares,3879.25
2020,e07000078,woodland-area,hectares,247.85
2020,e07000079,woodland-area,hectares,13280.53
2020,e07000080,woodland-area,hectares,13648.63
2020,e07000081,woodland-area,hectares,169.61
2020,e07000082,woodland-area,hectares,5473.49
2020,e07000083,woodland-area,hectares,3190.64
2020,e07000084,woodland-area,hectares,10626.94
2020,e07000085,woodland-area,hectares,11198.54
2020,e07000086,woodland-area,hectares,961.59
2020,e07000087,woodland-area,hectares,650.12
2020,e07000088,woodland-area,hectares,165.6
2020,e07000089,woodland-area,hectares,5948.34
2020,e07000090,woodland-area,hectares,472.28
2020,e07000091,woodland-area,hectares,22475.77
2020,e07000092,woodland-area,hectares,805.9
2020,e07000093,woodland-area,hectares,10089.12
2020,e07000094,woodland-area,hectares,9639.84
2020,e07000095,woodland-area,hectares,740.18
2020,e07000096,woodland-area,hectares,2608.34
2020,e07000098,woodland-area,hectares,901.87
2020,e07000099,woodland-area,hectares,2695.54
2020,e07000102,woodland-area,hectares,1326.04
2020,e07000103,woodland-area,hectares,208.39
2020,e07000105,woodland-area,hectares,8434.79
2020,e07000106,woodland-area,hectares,5699.39
2020,e07000107,woodland-area,hectares,767.05
2020,e07000108,woodland-area,hectares,2157.25
2020,e07000109,woodland-area,hectares,1424.38
2020,e07000110,woodland-area,hectares,4725.4
2020,e07000111,woodland-area,hectares,7275.88
2020,e07000112,woodland-area,hectares,2255.44
2020,e07000113,woodland-area,hectares,3006.48
2020,e07000114,woodland-area,hectares,153.34
2020,e07000115,woodland-area,hectares,4527.43
2020,e07000116,woodland-area,hectares,7351.72
2020,e07000117,woodland-area,hectares,968.43
2020,e07000118,woodland-area,hectares,1731.76
2020,e07000119,woodland-area,hectares,463.78
2020,e07000120,woodland-area,hectares,626.07
2020,e07000121,woodland-area,hectares,4044.22
2020,e07000122,woodland-area,hectares,686.21
2020,e07000123,woodland-area,hectares,747.1
2020,e07000124,woodland-area,hectares,5577.56
2020,e07000125,woodland-area,hectares,908.92
2020,e07000126,woodland-area,hectares,654.51
2020,e07000127,woodland-area,hectares,1474.66
2020,e07000128,woodland-area,hectares,1192.26
2020,e07000129,woodland-area,hectares,395.73
2020,e07000130,woodland-area,hectares,2265.97
2020,e07000131,woodland-area,hectares,2547.65
2020,e07000132,woodland-area,hectares,1839.97
2020,e07000133,woodland-area,hectares,2287.9
2020,e07000134,woodland-area,hectares,3491.31
2020,e07000135,woodland-area,hectares,61.94
2020,e07000136,woodland-area,hectares,195.72
2020,e07000137,woodland-area,hectares,7016.29
2020,e07000138,woodland-area,hectares,243.22
2020,e07000139,woodland-area,hectares,3651.59
2020,e07000140,woodland-area,hectares,300.08
2020,e07000141,woodland-area,hectares,5608.35
2020,e07000142,woodland-area,hectares,7678.86
2020,e07000143,woodland-area,hectares,21531.94
2020,e07000144,woodland-area,hectares,6492.31
2020,e07000145,woodland-area,hectares,1038.28
2020,e07000146,woodland-area,hectares,10094.97
2020,e07000147,woodland-area,hectares,9967.89
2020,e07000148,woodland-area,hectares,307.54
2020,e07000149,woodland-area,hectares,5845.26
2020,e07000150,woodland-area,hectares,1163.1
2020,e07000151,woodland-area,hectares,2869.05
2020,e07000152,woodland-area,hectares,5459.52
2020,e07000153,woodland-area,hectares,1904.77
2020,e07000154,woodland-area,hectares,456.83
2020,e07000155,woodland-area,hectares,4617.85
2020,e07000156,woodland-area,hectares,809.47
2020,e07000163,woodland-area,hectares,5642.02
2020,e07000164,woodland-area,hectares,9635.84
2020,e07000165,woodland-area,hectares,9535.6
2020,e07000166,woodland-area,hectares,7014.79
2020,e07000167,woodland-area,hectares,22717.33
2020,e07000168,woodland-area,hectares,11711.74
2020,e07000169,woodland-area,hectares,3667.03
2020,e07000170,woodland-area,hectares,1622.39
2020,e07000171,woodland-area,hectares,6714.65
2020,e07000172,woodland-area,hectares,603.19
2020,e07000173,woodland-area,hectares,1757.43
2020,e07000174,woodland-area,hectares,1032.81
2020,e07000175,woodland-area,hectares,7202.21
2020,e07000176,woodland-area,hectares,2014.84
2020,e07000177,woodland-area,hectares,3211.49
2020,e07000178,woodland-area,hectares,260.92
2020,e07000179,woodland-area,hectares,9392.13
2020,e07000180,woodland-area,hectares,4722.21
2020,e07000181,woodland-area,hectares,6622.38
2020,e07000187,woodland-area,hectares,5575.68
2020,e07000188,woodland-area,hectares,3176.82
2020,e07000189,woodland-area,hectares,5416.18
2020,e07000192,woodland-area,hectares,2572.23
2020,e07000193,woodland-area,hectares,3219.43
2020,e07000194,woodland-area,hectares,2033.84
2020,e07000195,woodland-area,hectares,2352.61
2020,e07000196,woodland-area,hectares,4444.25
2020,e07000197,woodland-area,hectares,5415.47
2020,e07000198,woodland-area,hectares,4847.99
2020,e07000199,woodland-area,hectares,102.56
2020,e07000200,woodland-area,hectares,4509.28
2020,e07000202,woodland-area,hectares,172.58
2020,e07000203,woodland-area,hectares,3762.81
2020,e07000207,woodland-area,hectares,1706.13
2020,e07000208,woodland-area,hectares,461.85
2020,e07000209,woodland-area,hectares,7881.21
2020,e07000210,woodland-area,hectares,7495.08
2020,e07000211,woodland-area,hectares,2229.19
2020,e07000212,woodland-area,hectares,1816.29
2020,e07000213,woodland-area,hectares,162.25
2020,e07000214,woodland-area,hectares,2982.34
2020,e07000215,woodland-area,hectares,4418.84
2020,e07000216,woodland-area,hectares,11684.27
2020,e07000217,woodland-area,hectares,1397.25
2020,e07000218,woodland-area,hectares,2273.94
2020,e07000219,woodland-area,hectares,432.53
2020,e07000220,woodland-area,hectares,1600.14
2020,e07000221,woodland-area,hectares,7240.36
2020,e07000222,woodland-area,hectares,2104.42
2020,e07000223,woodland-area,hectares,145.0
2020,e07000224,woodland-area,hectares,3478.0
2020,e07000225,woodland-area,hectares,20893.26
2020,e07000226,woodland-area,hectares,577.47
2020,e07000227,woodland-area,hectares,8850.82
2020,e07000228,woodland-area,hectares,8458.59
2020,e07000229,woodland-area,hectares,195.69
2020,e07000234,woodland-area,hectares,2235.91
2020,e07000235,woodland-area,hectares,6202.83
2020,e07000236,woodland-area,hectares,589.53
2020,e07000237,woodland-area,hectares,147.8
2020,e07000238,woodland-area,hectares,4715.1
2020,e07000239,woodland-area,hectares,3524.8
2020,e07000240,woodland-area,hectares,1949.01
2020,e07000241,woodland-area,hectares,2407.24
2020,e07000242,woodland-area,hectares,4782.43
2020,e07000243,woodland-area,hectares,166.06
2020,e07000244,woodland-area,hectares,12813.03
2020,e07000245,woodland-area,hectares,14931.17
2020,e07000246,woodland-area,hectares,14553.61
2020,e08000001,woodland-area,hectares,1348.83
2020,e08000002,woodland-area,hectares,889.23
2020,e08000003,woodland-area,hectares,861.91
2020,e08000004,woodland-area,hectares,808.27
2020,e08000005,woodland-area,hectares,821.33
2020,e08000006,woodland-area,hectares,910.26
2020,e08000007,woodland-area,hectares,1209.25
2020,e08000008,woodland-area,hectares,913.28
2020,e08000009,woodland-area,hectares,557.16
2020,e08000010,woodland-area,hectares,1860.86
2020,e08000011,woodland-area,hectares,886.79
2020,e08000012,woodland-area,hectares,528.64
2020,e08000013,woodland-area,hectares,1276.88
2020,e08000014,woodland-area,hectares,875.31
2020,e08000015,woodland-area,hectares,997.28
2020,e08000016,woodland-area,hectares,3723.35
2020,e08000017,woodland-area,hectares,5024.44
2020,e08000018,woodland-area,hectares,2940.74
2020,e08000019,woodland-area,hectares,4872.57
2020,e08000021,woodland-area,hectares,659.26
2020,e08000022,woodland-area,hectares,267.44
2020,e08000023,woodland-area,hectares,219.12
2020,e08000024,woodland-area,hectares,1055.8
2020,e08000025,woodland-area,hectares,1621.46
2020,e08000026,woodland-area,hectares,533.86
2020,e08000027,woodland-area,hectares,678.55
2020,e08000028,woodland-area,hectares,500.35
2020,e08000029,woodland-area,hectares,1211.14
2020,e08000030,woodland-area,hectares,701.4
2020,e08000031,woodland-area,hectares,270.18
2020,e08000032,woodland-area,hectares,2314.79
2020,e08000033,woodland-area,hectares,2626.12
2020,e08000034,woodland-area,hectares,3574.06
2020,e08000035,woodland-area,hectares,5421.05
2020,e08000036,woodland-area,hectares,2548.91
2020,e08000037,woodland-area,hectares,2183.17
2020,e09000001,woodland-area,hectares,2.5
2020,e09000002,woodland-area,hectares,45.24
2020,e09000003,woodland-area,hectares,828.23
2020,e09000004,woodland-area,hectares,469.06
2020,e09000005,woodland-area,hectares,143.7
2020,e09000006,woodland-area,hectares,2220.24
2020,e09000007,woodland-area,hectares,288.43
2020,e09000008,woodland-area,hectares,1115.51
2020,e09000009,woodland-area,hectares,210.35
2020,e09000010,woodland-area,hectares,643.87
2020,e09000011,woodland-area,hectares,439.03
2020,e09000012,woodland-area,hectares,81.68
2020,e09000013,woodland-area,hectares,47.97
2020,e09000014,woodland-area,hectares,262.12
2020,e09000015,woodland-area,hectares,425.02
2020,e09000016,woodland-area,hectares,964.15
2020,e09000017,woodland-area,hectares,1037.35
2020,e09000018,woodland-area,hectares,321.44
2020,e09000019,woodland-area,hectares,47.13
2020,e09000020,woodland-area,hectares,62.92
2020,e09000021,woodland-area,hectares,195.04
2020,e09000022,woodland-area,hectares,68.15
2020,e09000023,woodland-area,hectares,171.65
2020,e09000024,woodland-area,hectares,332.36
2020,e09000025,woodland-area,hectares,69.07
2020,e09000026,woodland-area,hectares,367.12
2020,e09000027,woodland-area,hectares,963.79
2020,e09000028,woodland-area,hectares,172.29
2020,e09000029,woodland-area,hectares,148.77
2020,e09000030,woodland-area,hectares,79.83
2020,e09000031,woodland-area,hectares,398.56
2020,e09000032,woodland-area,hectares,281.68
2020,e09000033,woodland-area,hectares,257.14
2020,n09000001,woodland-area,hectares,2426.0
2020,n09000002,woodland-area,hectares,5149.0
2020,n09000003,woodland-area,hectares,779.0
2020,n09000004,woodland-area,hectares,23972.0
2020,n09000005,woodland-area,hectares,12029.0
2020,n09000006,woodland-area,hectares,38081.0
2020,n09000007,woodland-area,hectares,1801.0
2020,n09000008,woodland-area,hectares,6467.0
2020,n09000009,woodland-area,hectares,12231.0
2020,n09000010,woodland-area,hectares,11357.0
2020,n09000011,woodland-area,hectares,2549.0
2020,s12000005,woodland-area,hectares,2356.99
2020,s12000006,woodland-area,hectares,182871.21
2020,s12000008,woodland-area,hectares,27501.75
2020,s12000010,woodland-area,hectares,6704.44
2020,s12000011,woodland-area,hectares,2373.57
2020,s12000013,woodland-area,hectares,3403.65
2020,s12000014,woodland-area,hectares,4522.02
2020,s12000017,woodland-area,hectares,424647.19
2020,s12000018,woodland-area,hectares,2131.21
2020,s12000019,woodland-area,hectares,4720.44
2020,s12000020,woodland-area,hectares,67706.34
2020,s12000021,woodland-area,hectares,15255.57
2020,s12000023,woodland-area,hectares,215.22
2020,s12000026,woodland-area,hectares,100206.13
2020,s12000027,woodland-area,hectares,52.7
2020,s12000028,woodland-area,hectares,36610.38
2020,s12000029,woodland-area,hectares,32531.02
2020,s12000030,woodland-area,hectares,57451.18
2020,s12000033,woodland-area,hectares,2337.71
2020,s12000034,woodland-area,hectares,112612.5
2020,s12000035,woodland-area,hectares,209029.79
2020,s12000036,woodland-area,hectares,2799.74
2020,s12000038,woodland-area,hectares,3385.53
2020,s12000039,woodland-area,hectares,3763.63
2020,s12000040,woodland-area,hectares,8623.07
2020,s12000041,woodland-area,hectares,22910.96
2020,s12000042,woodland-area,hectares,401.36
2020,s12000045,woodland-area,hectares,2965.69
2020,s12000047,woodland-area,hectares,17822.27
2020,s12000048,woodland-area,hectares,98829.35
2020,s12000049,woodland-area,hectares,1607.55
2020,s12000050,woodland-area,hectares,10201.3
2020,w06000001,woodland-area,hectares,3402.11
2020,w06000002,woodland-area,hectares,39381.79
2020,w06000003,woodland-area,hectares,15003.93
2020,w06000004,woodland-area,hectares,13148.53
2020,w06000005,woodland-area,hectares,4338.2
2020,w06000006,woodland-area,hectares,4813.91
2020,w06000008,woodland-area,hectares,27493.51
2020,w06000009,woodland-area,hectares,15512.0
2020,w06000010,woodland-area,hectares,39532.01
2020,w06000011,woodland-area,hectares,4374.93
2020,w06000012,woodland-area,hectares,17338.92
2020,w06000013,woodland-area,hectares,4145.12
2020,w06000014,woodland-area,hectares,2790.74
2020,w06000015,woodland-area,hectares,1582.16
2020,w06000016,woodland-area,hectares,11606.26
2020,w06000018,woodland-area,hectares,5664.64
2020,w06000019,woodland-area,hectares,1635.71
2020,w06000020,woodland-area,hectares,2022.25
2020,w06000021,woodland-area,hectares,13931.05
2020,w06000022,woodland-area,hectares,2051.93
2020,w06000023,woodland-area,hectares,78212.92
2020,w06000024,woodland-area,hectares,1885.8
2020,e06000001,woodland-area-as-percentage-of-standard-area,percent,4.67
2020,e06000002,woodland-area-as-percentage-of-standard-area,percent,5.42
2020,e06000003,woodland-area-as-percentage-of-standard-area,percent,12.19
2020,e06000004,woodland-area-as-percentage-of-standard-area,percent,6.39
2020,e06000005,woodland-area-as-percentage-of-standard-area,percent,4.05
2020,e06000006,woodland-area-as-percentage-of-standard-area,percent,6.91
2020,e06000007,woodland-area-as-percentage-of-standard-area,percent,7.9
2020,e06000008,woodland-area-as-percentage-of-standard-area,percent,9.76
2020,e06000009,woodland-area-as-percentage-of-standard-area,percent,1.7
2020,e06000010,woodland-area-as-percentage-of-standard-area,percent,1.78
2020,e06000011,woodland-area-as-percentage-of-standard-area,percent,3.93
2020,e06000012,woodland-area-as-percentage-of-standard-area,percent,3.56
2020,e06000013,woodland-area-as-percentage-of-standard-area,percent,5.14
2020,e06000014,woodland-area-as-percentage-of-standard-area,percent,4.89
2020,e06000015,woodland-area-as-percentage-of-standard-area,percent,3.56
2020,e06000016,woodland-area-as-percentage-of-standard-area,percent,3.37
2020,e06000017,woodland-area-as-percentage-of-standard-area,percent,6.64
2020,e06000018,woodland-area-as-percentage-of-standard-area,percent,5.48
2020,e06000019,woodland-area-as-percentage-of-standard-area,percent,11.69
2020,e06000020,woodland-area-as-percentage-of-standard-area,percent,9.26
2020,e06000021,woodland-area-as-percentage-of-standard-area,percent,5.57
2020,e06000022,woodland-area-as-percentage-of-standard-area,percent,8.35
2020,e06000023,woodland-area-as-percentage-of-standard-area,percent,6.13
2020,e06000024,woodland-area-as-percentage-of-standard-area,percent,10.77
2020,e06000025,woodland-area-as-percentage-of-standard-area,percent,6.11
2020,e06000026,woodland-area-as-percentage-of-standard-area,percent,10.7
2020,e06000027,woodland-area-as-percentage-of-standard-area,percent,9.13
2020,e06000030,woodland-area-as-percentage-of-standard-area,percent,6.53
2020,e06000031,woodland-area-as-percentage-of-standard-area,percent,5.56
2020,e06000032,woodland-area-as-percentage-of-standard-area,percent,2.95
2020,e06000033,woodland-area-as-percentage-of-standard-area,percent,2.48
2020,e06000034,woodland-area-as-percentage-of-standard-area,percent,4.91
2020,e06000035,woodland-area-as-percentage-of-standard-area,percent,7.68
2020,e06000036,woodland-area-as-percentage-of-standard-area,percent,33.21
2020,e06000037,woodland-area-as-percentage-of-standard-area,percent,16.46
2020,e06000038,woodland-area-as-percentage-of-standard-area,percent,5.02
2020,e06000039,woodland-area-as-percentage-of-standard-area,percent,3.86
2020,e06000040,woodland-area-as-percentage-of-standard-area,percent,15.75
2020,e06000041,woodland-area-as-percentage-of-standard-area,percent,14.23
2020,e06000042,woodland-area-as-percentage-of-standard-area,percent,7.54
2020,e06000043,woodland-area-as-percentage-of-standard-area,percent,5.85
2020,e06000044,woodland-area-as-percentage-of-standard-area,percent,1.97
2020,e06000045,woodland-area-as-percentage-of-standard-area,percent,7.49
2020,e06000046,woodland-area-as-percentage-of-standard-area,percent,13.67
2020,e06000047,woodland-area-as-percentage-of-standard-area,percent,8.61
2020,e06000049,woodland-area-as-percentage-of-standard-area,percent,6.49
2020,e06000050,woodland-area-as-percentage-of-standard-area,percent,6.23
2020,e06000051,woodland-area-as-percentage-of-standard-area,percent,9.37
2020,e06000052,woodland-area-as-percentage-of-standard-area,percent,9.43
2020,e06000053,woodland-area-as-percentage-of-standard-area,percent,3.31
2020,e06000054,woodland-area-as-percentage-of-standard-area,percent,10.3
2020,e06000055,woodland-area-as-percentage-of-standard-area,percent,6.38
2020,e06000056,woodland-area-as-percentage-of-standard-area,percent,9.74
2020,e06000057,woodland-area-as-percentage-of-standard-area,percent,17.67
2020,e06000058,woodland-area-as-percentage-of-standard-area,percent,11.53
2020,e06000059,woodland-area-as-percentage-of-standard-area,percent,12.17
2020,e06000060,woodland-area-as-percentage-of-standard-area,percent,12.45
2020,e07000008,woodland-area-as-percentage-of-standard-area,percent,4.5
2020,e07000009,woodland-area-as-percentage-of-standard-area,percent,2.89
2020,e07000010,woodland-area-as-percentage-of-standard-area,percent,0.53
2020,e07000011,woodland-area-as-percentage-of-standard-area,percent,4.25
2020,e07000012,woodland-area-as-percentage-of-standard-area,percent,4.47
2020,e07000026,woodland-area-as-percentage-of-standard-area,percent,6.89
2020,e07000027,woodland-area-as-percentage-of-standard-area,percent,3.22
2020,e07000028,woodland-area-as-percentage-of-standard-area,percent,18.76
2020,e07000029,woodland-area-as-percentage-of-standard-area,percent,10.49
2020,e07000030,woodland-area-as-percentage-of-standard-area,percent,6.19
2020,e07000031,woodland-area-as-percentage-of-standard-area,percent,13.57
2020,e07000032,woodland-area-as-percentage-of-standard-area,percent,8.92
2020,e07000033,woodland-area-as-percentage-of-standard-area,percent,10.37
2020,e07000034,woodland-area-as-percentage-of-standard-area,percent,8.16
2020,e07000035,woodland-area-as-percentage-of-standard-area,percent,9.51
2020,e07000036,woodland-area-as-percentage-of-standard-area,percent,5.55
2020,e07000037,woodland-area-as-percentage-of-standard-area,percent,8.27
2020,e07000038,woodland-area-as-percentage-of-standard-area,percent,10.92
2020,e07000039,woodland-area-as-percentage-of-standard-area,percent,9.38
2020,e07000040,woodland-area-as-percentage-of-standard-area,percent,11.61
2020,e07000041,woodland-area-as-percentage-of-standard-area,percent,8.17
2020,e07000042,woodland-area-as-percentage-of-standard-area,percent,10.2
2020,e07000043,woodland-area-as-percentage-of-standard-area,percent,10.46
2020,e07000044,woodland-area-as-percentage-of-standard-area,percent,9.56
2020,e07000045,woodland-area-as-percentage-of-standard-area,percent,19.63
2020,e07000046,woodland-area-as-percentage-of-standard-area,percent,13.93
2020,e07000047,woodland-area-as-percentage-of-standard-area,percent,10.84
2020,e07000061,woodland-area-as-percentage-of-standard-area,percent,5.31
2020,e07000062,woodland-area-as-percentage-of-standard-area,percent,12.87
2020,e07000063,woodland-area-as-percentage-of-standard-area,percent,9.91
2020,e07000064,woodland-area-as-percentage-of-standard-area,percent,21.52
2020,e07000065,woodland-area-as-percentage-of-standard-area,percent,22.8
2020,e07000066,woodland-area-as-percentage-of-standard-area,percent,7.98
2020,e07000067,woodland-area-as-percentage-of-standard-area,percent,6.76
2020,e07000068,woodland-area-as-percentage-of-standard-area,percent,11.04
2020,e07000069,woodland-area-as-percentage-of-standard-area,percent,11.03
